,IDENTIFIER,TRX_AMOUNT,TRX_CNT,MERCHANT_CNT,MODE_1,MODE_1_CNT
118585,109531,2.83,1,1,Mobile top-up,1
118586,271733,10.0,2,2,Mobile top-up,2
118587,108006,4.8,2,1,Mobile top-up,2
118588,122698,15.78,1,1,Mobile top-up,1
118589,118637,3.46,1,1,Mobile top-up,1
118590,299542,1.71,1,1,Mobile top-up,1
118591,176015,4.86,2,2,Mobile top-up,2
118592,298287,7.14,5,2,Mobile top-up,5
118593,113592,16.57,3,2,Mobile top-up,3
118594,147708,8.06,5,3,Mobile top-up,5
118595,240860,3.43,1,1,Mobile top-up,1
118596,134533,16.08,1,1,Mobile top-up,1
118597,216678,6.91,1,1,Mobile top-up,1
118598,224059,4.26,2,1,Mobile top-up,2
118599,253917,14.87,1,1,Mobile top-up,1
118600,290804,14.29,6,2,Mobile top-up,6
118601,310456,20.99,2,1,Mobile top-up,2
118602,284763,1.71,1,1,Mobile top-up,1
118603,142333,0.86,1,1,Mobile top-up,1
118604,125583,30.74,1,1,Mobile top-up,1
118605,290430,1.86,2,2,Mobile top-up,2
118606,207409,16.53,1,1,Mobile top-up,1
118607,310817,7.29,5,2,Mobile top-up,5
118608,142010,4.04,1,1,Mobile top-up,1
118609,223154,31.74,6,3,Mobile top-up,6
118610,308574,16.51,4,2,Mobile top-up,4
118611,282133,16.81,3,3,Mobile top-up,3
118612,121498,23.83,1,1,Mobile top-up,1
118613,233685,6.14,4,1,Mobile top-up,4
118614,261736,7.14,1,1,Mobile top-up,1
118615,134407,1.71,1,1,Mobile top-up,1
118616,283413,1.43,1,1,Mobile top-up,1
118617,258384,7.14,1,1,Mobile top-up,1
118618,151223,2.86,1,1,Mobile top-up,1
118619,109938,24.63,2,2,Mobile top-up,2
118620,316653,7.0,6,2,Mobile top-up,6
118621,302948,15.71,2,1,Mobile top-up,2
118622,135811,18.57,2,2,Mobile top-up,2
118623,209405,10.29,3,2,Mobile top-up,3
118624,204825,8.94,3,2,Mobile top-up,3
118625,220640,2.14,2,2,Mobile top-up,2
118626,250045,12.74,1,1,Mobile top-up,1
118627,188390,4.29,1,1,Mobile top-up,1
118628,270477,8.52,1,1,Mobile top-up,1
118629,267660,17.43,1,1,Mobile top-up,1
118630,246127,20.4,2,1,Mobile top-up,2
118631,242232,23.4,8,2,Mobile top-up,8
118632,176290,4.29,1,1,Mobile top-up,1
118633,264407,4.97,3,2,Mobile top-up,3
118634,290423,36.42,1,1,Mobile top-up,1
118635,297153,23.41,1,1,Mobile top-up,1
118636,141053,0.71,1,1,Mobile top-up,1
118637,305881,8.57,1,1,Mobile top-up,1
118638,190018,7.04,1,1,Mobile top-up,1
118639,301966,0.86,1,1,Mobile top-up,1
118640,148134,7.35,1,1,Mobile top-up,1
118641,172684,3.46,1,1,Mobile top-up,1
118642,142996,2.83,1,1,Mobile top-up,1
118643,200818,4.89,1,1,Mobile top-up,1
118644,156883,7.17,1,1,Mobile top-up,1
118645,114544,3.43,2,1,Mobile top-up,2
118646,150584,20.92,3,3,Mobile top-up,3
118647,139899,24.23,1,1,Mobile top-up,1
118648,154796,12.43,10,1,Mobile top-up,10
118649,237665,16.0,7,2,Mobile top-up,7
118650,154781,21.94,8,2,Mobile top-up,8
118651,312878,8.57,2,2,Mobile top-up,2
118652,270037,10.92,1,1,Mobile top-up,1
118653,114263,8.57,1,1,Mobile top-up,1
118654,323386,8.57,5,2,Mobile top-up,5
118655,213610,0.86,1,1,Mobile top-up,1
118656,252886,25.71,2,2,Mobile top-up,2
118657,175650,21.95,3,2,Mobile top-up,3
118658,275171,3.43,1,1,Mobile top-up,1
118659,299178,7.14,1,1,Mobile top-up,1
118660,216822,11.43,1,1,Mobile top-up,1
118661,143455,6.14,3,1,Mobile top-up,3
118662,155503,10.19,1,1,Mobile top-up,1
118663,239377,28.13,1,1,Mobile top-up,1
118664,249559,15.71,2,1,Mobile top-up,2
118665,210561,7.71,2,2,Mobile top-up,2
118666,316324,19.01,2,1,Mobile top-up,2
118667,242414,1.0,1,1,Mobile top-up,1
118668,118150,12.77,4,1,Mobile top-up,4
118669,144805,0.86,1,1,Mobile top-up,1
118670,126182,7.14,1,1,Mobile top-up,1
118671,216940,1.43,1,1,Mobile top-up,1
118672,240242,4.29,1,1,Mobile top-up,1
118673,169306,13.57,9,2,Mobile top-up,9
118674,155166,10.92,4,2,Mobile top-up,4
118675,294810,16.0,1,1,Mobile top-up,1
118676,204258,4.57,3,1,Mobile top-up,3
118677,198529,2.83,1,1,Mobile top-up,1
118678,150515,2.86,2,1,Mobile top-up,2
118679,285377,0.71,1,1,Mobile top-up,1
118680,200964,8.29,1,1,Mobile top-up,1
118681,225951,7.14,1,1,Mobile top-up,1
118682,195859,3.57,2,2,Mobile top-up,2
118683,271763,5.14,2,2,Mobile top-up,2
118684,189192,0.71,1,1,Mobile top-up,1
118685,168873,22.11,8,2,Mobile top-up,8
118686,305004,1.43,1,1,Mobile top-up,1
118687,249217,11.31,4,1,Mobile top-up,4
118688,299819,1.43,1,1,Mobile top-up,1
118689,191981,5.76,2,2,Mobile top-up,2
118690,251066,12.17,5,1,Mobile top-up,5
118691,212061,2.83,1,1,Mobile top-up,1
118692,276260,3.43,4,2,Mobile top-up,4
118693,167685,0.86,1,1,Mobile top-up,1
118694,235873,1.43,1,1,Mobile top-up,1
118695,134488,3.71,3,1,Mobile top-up,3
118696,140719,0.71,1,1,Mobile top-up,1
118697,281553,18.86,10,2,Mobile top-up,10
118698,293986,2.86,1,1,Mobile top-up,1
118699,195206,5.55,1,1,Mobile top-up,1
118700,211813,2.0,1,1,Mobile top-up,1
118701,131779,3.82,1,1,Mobile top-up,1
118702,294814,9.57,7,1,Mobile top-up,7
118703,213715,3.43,2,1,Mobile top-up,2
118704,201359,1.0,1,1,Mobile top-up,1
118705,151396,12.96,1,1,Mobile top-up,1
118706,292281,5.69,2,1,Mobile top-up,2
118707,290285,1.43,1,1,Mobile top-up,1
118708,105386,14.29,2,1,Mobile top-up,2
118709,250193,9.14,3,2,Mobile top-up,3
118710,247613,1.0,1,1,Mobile top-up,1
118711,319050,1.43,1,1,Mobile top-up,1
118712,324899,9.57,3,2,Mobile top-up,3
118713,242944,12.51,5,2,Mobile top-up,5
118714,245723,1.71,1,1,Mobile top-up,1
118715,321981,1.97,1,1,Mobile top-up,1
118716,152720,1.0,1,1,Mobile top-up,1
118717,142984,2.83,1,1,Mobile top-up,1
118718,237578,0.71,1,1,Mobile top-up,1
118719,277970,0.71,1,1,Mobile top-up,1
118720,288297,40.29,12,4,Mobile top-up,12
118721,240802,1.71,1,1,Mobile top-up,1
118722,316144,0.86,1,1,Mobile top-up,1
118723,226286,15.87,1,1,Mobile top-up,1
118724,117554,14.29,2,2,Mobile top-up,2
118725,289228,1.71,1,1,Mobile top-up,1
118726,224528,7.14,1,1,Mobile top-up,1
118727,127994,2.29,3,2,Mobile top-up,3
118728,157206,1.43,1,1,Mobile top-up,1
118729,154346,1.0,1,1,Mobile top-up,1
118730,299704,8.71,3,2,Mobile top-up,3
118731,165554,10.29,3,1,Mobile top-up,3
118732,216842,5.69,2,1,Mobile top-up,2
118733,284246,3.43,2,1,Mobile top-up,2
118734,207370,2.83,1,1,Mobile top-up,1
118735,149561,3.83,2,2,Mobile top-up,2
118736,298756,0.86,1,1,Mobile top-up,1
118737,214590,10.0,2,2,Mobile top-up,2
118738,195555,10.14,3,2,Mobile top-up,3
118739,217243,0.86,1,1,Mobile top-up,1
118740,187276,15.56,1,1,Mobile top-up,1
118741,248900,0.57,1,1,Mobile top-up,1
118742,288628,9.23,7,2,Mobile top-up,7
118743,179196,1.0,1,1,Mobile top-up,1
118744,257047,21.96,1,1,Mobile top-up,1
118745,200538,1.71,1,1,Mobile top-up,1
118746,297265,2.83,1,1,Mobile top-up,1
118747,244985,14.71,10,2,Mobile top-up,10
118748,289763,8.43,5,1,Mobile top-up,5
118749,224902,14.4,9,2,Mobile top-up,9
118750,124142,32.38,1,1,Mobile top-up,1
118751,102745,2.86,1,1,Mobile top-up,1
118752,300614,7.14,1,1,Mobile top-up,1
118753,185482,5.69,2,1,Mobile top-up,2
118754,194757,3.71,3,1,Mobile top-up,3
118755,144432,1.71,1,1,Mobile top-up,1
118756,226763,5.71,2,1,Mobile top-up,2
118757,203244,1.0,1,1,Mobile top-up,1
118758,175110,2.41,1,1,Mobile top-up,1
118759,287648,0.86,1,1,Mobile top-up,1
118760,227930,1.0,1,1,Mobile top-up,1
118761,292485,2.29,2,1,Mobile top-up,2
118762,228817,22.86,3,1,Mobile top-up,3
118763,251987,0.71,1,1,Mobile top-up,1
118764,229249,29.7,1,1,Mobile top-up,1
118765,214184,1.0,1,1,Mobile top-up,1
118766,282954,10.45,2,2,Mobile top-up,2
118767,147079,1.29,1,1,Mobile top-up,1
118768,220495,1.71,1,1,Mobile top-up,1
118769,265503,1.71,1,1,Mobile top-up,1
118770,280547,12.83,4,2,Mobile top-up,4
118771,214356,1.86,2,2,Mobile top-up,2
118772,241224,4.43,3,1,Mobile top-up,3
118773,167049,2.43,2,1,Mobile top-up,2
118774,145978,10.57,4,2,Mobile top-up,4
118775,126866,9.69,1,1,Mobile top-up,1
118776,233978,1.43,1,1,Mobile top-up,1
118777,263096,2.0,1,1,Mobile top-up,1
118778,285526,17.2,7,2,Mobile top-up,7
118779,275583,7.14,1,1,Mobile top-up,1
118780,179204,2.86,1,1,Mobile top-up,1
118781,182531,4.86,4,2,Mobile top-up,4
118782,242949,1.71,1,1,Mobile top-up,1
118783,212439,2.71,2,1,Mobile top-up,2
118784,280939,1.97,1,1,Mobile top-up,1
118785,238023,4.29,1,1,Mobile top-up,1
118786,312132,0.71,1,1,Mobile top-up,1
118787,264458,7.97,2,1,Mobile top-up,2
118788,320559,3.97,1,1,Mobile top-up,1
118789,158529,3.69,1,1,Mobile top-up,1
118790,213835,0.71,1,1,Mobile top-up,1
118791,206689,8.57,1,1,Mobile top-up,1
118792,206623,5.66,2,1,Mobile top-up,2
118793,310355,1.0,1,1,Mobile top-up,1
118794,268283,20.67,5,3,Mobile top-up,5
118795,270484,3.43,1,1,Mobile top-up,1
118796,279784,3.11,4,2,Mobile top-up,4
118797,283573,4.29,1,1,Mobile top-up,1
118798,226951,17.39,1,1,Mobile top-up,1
118799,241024,1.71,1,1,Mobile top-up,1
118800,315332,1.71,2,1,Mobile top-up,2
118801,181582,12.71,1,1,Mobile top-up,1
118802,166008,9.44,1,1,Mobile top-up,1
118803,279035,7.14,1,1,Mobile top-up,1
118804,214467,7.14,1,1,Mobile top-up,1
118805,195071,1.71,1,1,Mobile top-up,1
118806,257214,1.97,1,1,Mobile top-up,1
120591,111689,15.09,3,2,Mobile top-up,3
120592,123761,4.26,1,1,Mobile top-up,1
120593,113587,10.11,2,2,Mobile top-up,2
120594,293660,10.43,7,2,Mobile top-up,7
120595,231526,0.86,1,1,Mobile top-up,1
120596,129660,15.6,5,1,Mobile top-up,5
120597,184441,17.97,5,3,Mobile top-up,5
120598,135481,1.97,1,1,Mobile top-up,1
120599,184006,1.0,1,1,Mobile top-up,1
120600,251840,7.14,1,1,Mobile top-up,1
120601,306530,2.83,1,1,Mobile top-up,1
120602,197639,9.71,6,2,Mobile top-up,6
120603,262170,4.29,1,1,Mobile top-up,1
120604,274046,14.41,1,1,Mobile top-up,1
120605,229197,11.34,4,1,Mobile top-up,4
120606,258404,5.66,2,1,Mobile top-up,2
120607,109372,1.0,1,1,Mobile top-up,1
120608,230253,12.26,2,2,Mobile top-up,2
120609,217567,25.9,5,3,Mobile top-up,5
120610,188764,7.51,4,2,Mobile top-up,4
120611,140822,18.13,3,2,Mobile top-up,3
120612,308250,2.83,1,1,Mobile top-up,1
120613,155915,1.71,1,1,Mobile top-up,1
120614,173284,17.14,2,1,Mobile top-up,2
120615,125272,25.71,4,2,Mobile top-up,4
120616,210100,9.37,4,3,Mobile top-up,4
120617,250918,4.4,3,2,Mobile top-up,3
120618,122878,11.09,4,2,Mobile top-up,4
120619,267024,1.71,1,1,Mobile top-up,1
120620,184035,2.86,1,1,Mobile top-up,1
120621,273325,10.41,1,1,Mobile top-up,1
120622,112749,2.83,1,1,Mobile top-up,1
120623,162624,5.66,2,1,Mobile top-up,2
120624,168759,14.46,5,1,Mobile top-up,5
120625,167464,22.33,2,2,Mobile top-up,2
120626,306164,2.83,1,1,Mobile top-up,1
120627,321486,5.06,1,1,Mobile top-up,1
120628,157820,7.14,1,1,Mobile top-up,1
120629,257959,22.18,3,2,Mobile top-up,3
120630,218801,16.83,3,2,Mobile top-up,3
120631,132222,9.94,3,1,Mobile top-up,3
120632,135510,3.48,1,1,Mobile top-up,1
120633,251504,38.82,1,1,Mobile top-up,1
120634,284076,2.83,1,1,Mobile top-up,1
120635,169380,10.51,4,2,Mobile top-up,4
120636,287228,8.51,3,1,Mobile top-up,3
120637,132287,20.89,9,2,Mobile top-up,9
120638,201992,25.34,1,1,Mobile top-up,1
120639,109251,5.4,3,2,Mobile top-up,3
120640,199645,1.71,2,1,Mobile top-up,2
120641,158413,11.14,4,3,Mobile top-up,4
120642,262174,18.91,4,2,Mobile top-up,4
120643,173303,2.83,1,1,Mobile top-up,1
120644,155609,1.71,1,1,Mobile top-up,1
120645,119325,33.22,2,1,Mobile top-up,2
120646,255943,25.26,7,2,Mobile top-up,7
120647,272964,7.14,1,1,Mobile top-up,1
120648,142277,56.72,11,3,Mobile top-up,11
120649,316679,20.7,1,1,Mobile top-up,1
120650,319654,5.66,2,1,Mobile top-up,2
120651,275999,5.14,2,1,Mobile top-up,2
120652,108821,1.0,1,1,Mobile top-up,1
120653,158497,11.57,7,2,Mobile top-up,7
120654,259466,13.91,4,2,Mobile top-up,4
120655,247088,10.29,2,1,Mobile top-up,2
120656,232056,30.15,1,1,Mobile top-up,1
120657,178711,3.86,3,3,Mobile top-up,3
120658,128744,4.29,1,1,Mobile top-up,1
120659,113829,10.51,5,2,Mobile top-up,5
120660,150159,10.98,1,1,Mobile top-up,1
120661,309901,13.06,6,1,Mobile top-up,6
120662,149690,16.34,7,2,Mobile top-up,7
120663,263510,2.57,2,2,Mobile top-up,2
120664,139758,1.43,1,1,Mobile top-up,1
120665,107597,11.17,1,1,Mobile top-up,1
120666,302234,9.72,1,1,Mobile top-up,1
120667,277506,2.83,1,1,Mobile top-up,1
120668,290362,4.29,1,1,Mobile top-up,1
120669,235351,5.26,3,2,Mobile top-up,3
120670,186594,9.57,2,1,Mobile top-up,2
120671,178420,8.49,3,1,Mobile top-up,3
120672,199022,11.67,1,1,Mobile top-up,1
120673,222883,2.83,1,1,Mobile top-up,1
120674,122394,8.57,1,1,Mobile top-up,1
120675,187973,16.89,1,1,Mobile top-up,1
120676,233269,5.0,2,2,Mobile top-up,2
120677,103675,23.1,8,2,Mobile top-up,8
120678,279291,8.51,3,1,Mobile top-up,3
120679,256247,6.36,1,1,Mobile top-up,1
120680,105815,14.07,1,1,Mobile top-up,1
120681,230951,20.0,3,2,Mobile top-up,3
120682,197243,21.69,1,1,Mobile top-up,1
120683,318280,9.91,1,1,Mobile top-up,1
120684,237159,16.23,2,2,Mobile top-up,2
120685,256824,19.14,7,1,Mobile top-up,7
120686,247642,18.52,3,2,Mobile top-up,3
120687,294019,11.19,1,1,Mobile top-up,1
120688,102943,16.41,1,1,Mobile top-up,1
120689,263406,9.86,11,2,Mobile top-up,11
120690,105459,17.0,6,1,Mobile top-up,6
120691,101474,4.54,3,2,Mobile top-up,3
120692,149997,3.69,1,1,Mobile top-up,1
120693,243179,16.63,1,1,Mobile top-up,1
120694,213667,7.29,4,2,Mobile top-up,4
120695,169932,2.86,1,1,Mobile top-up,1
120696,165689,4.29,1,1,Mobile top-up,1
120697,231926,7.14,2,1,Mobile top-up,2
120698,231471,4.86,6,1,Mobile top-up,6
120699,112214,0.71,1,1,Mobile top-up,1
120700,221322,8.86,2,2,Mobile top-up,2
120701,315912,0.86,1,1,Mobile top-up,1
120702,265081,26.85,1,1,Mobile top-up,1
120703,165699,11.2,4,2,Mobile top-up,4
120704,196549,3.0,3,1,Mobile top-up,3
120705,140710,1.43,1,1,Mobile top-up,1
120706,124634,16.77,2,2,Mobile top-up,2
120707,296112,2.83,1,1,Mobile top-up,1
120708,168098,0.86,1,1,Mobile top-up,1
120709,205985,4.29,1,1,Mobile top-up,1
120710,131286,1.91,1,1,Mobile top-up,1
120711,129626,14.32,1,1,Mobile top-up,1
120712,181217,47.53,2,1,Mobile top-up,2
120713,196505,20.77,6,2,Mobile top-up,6
120714,322669,11.34,4,1,Mobile top-up,4
120715,278320,19.22,2,1,Mobile top-up,2
120716,233577,9.77,2,2,Mobile top-up,2
120717,102504,8.57,3,1,Mobile top-up,3
120718,223453,6.31,1,1,Mobile top-up,1
120719,100926,13.66,4,2,Mobile top-up,4
120720,252018,8.57,1,1,Mobile top-up,1
120721,169869,4.29,1,1,Mobile top-up,1
120722,180689,6.0,1,1,Mobile top-up,1
120723,200430,7.87,1,1,Mobile top-up,1
120724,141077,3.26,1,1,Mobile top-up,1
120725,278301,2.86,1,1,Mobile top-up,1
120726,320932,17.4,6,3,Mobile top-up,6
120727,169415,2.83,1,1,Mobile top-up,1
120728,273484,5.66,2,1,Mobile top-up,2
120729,104751,3.71,5,2,Mobile top-up,5
120730,279189,9.15,1,1,Mobile top-up,1
120731,125573,7.37,4,1,Mobile top-up,4
120732,234719,10.19,1,1,Mobile top-up,1
120733,244169,3.71,3,1,Mobile top-up,3
120734,325512,36.86,10,1,Mobile top-up,10
120735,220553,1.71,1,1,Mobile top-up,1
120736,265998,22.97,7,1,Mobile top-up,7
120737,205061,9.14,1,1,Mobile top-up,1
120738,122497,11.17,1,1,Mobile top-up,1
120739,122813,22.0,4,3,Mobile top-up,4
120740,248195,2.83,1,1,Mobile top-up,1
120741,276169,12.54,5,1,Mobile top-up,5
120742,247279,13.37,4,2,Mobile top-up,4
120743,122177,8.29,3,2,Mobile top-up,3
120744,290975,35.14,10,2,Mobile top-up,10
120745,183064,2.83,1,1,Mobile top-up,1
120746,318538,2.65,1,1,Mobile top-up,1
120747,234805,2.83,1,1,Mobile top-up,1
120748,273501,1.0,1,1,Mobile top-up,1
120749,267647,2.83,1,1,Mobile top-up,1
120750,208091,10.0,2,2,Mobile top-up,2
120751,177470,4.26,2,1,Mobile top-up,2
120752,122471,30.57,6,2,Mobile top-up,6
120753,212210,7.14,1,1,Mobile top-up,1
120754,115339,1.71,1,1,Mobile top-up,1
120755,134550,21.35,2,2,Mobile top-up,2
120756,281879,0.86,1,1,Mobile top-up,1
120757,112454,27.46,3,2,Mobile top-up,3
120758,208015,7.86,2,1,Mobile top-up,2
120759,258068,9.57,3,2,Mobile top-up,3
120760,230837,15.63,1,1,Mobile top-up,1
120761,263272,7.14,4,1,Mobile top-up,4
120762,216095,11.43,3,1,Mobile top-up,3
120763,206271,17.9,1,1,Mobile top-up,1
120764,207824,4.14,3,2,Mobile top-up,3
120765,109058,0.86,1,1,Mobile top-up,1
120766,187528,0.71,1,1,Mobile top-up,1
120767,244733,4.29,1,1,Mobile top-up,1
120768,281811,15.71,2,1,Mobile top-up,2
120769,228863,13.43,4,2,Mobile top-up,4
120770,156129,1.71,2,1,Mobile top-up,2
120771,140811,2.83,1,1,Mobile top-up,1
120772,164455,21.2,3,1,Mobile top-up,3
120773,153278,16.7,4,2,Mobile top-up,4
120774,176143,14.01,5,3,Mobile top-up,5
120775,184092,23.48,4,2,Mobile top-up,4
120776,246682,39.95,1,1,Mobile top-up,1
120777,289366,6.71,3,2,Mobile top-up,3
120778,117594,0.71,1,1,Mobile top-up,1
120779,108682,10.33,1,1,Mobile top-up,1
120780,233367,6.43,7,2,Mobile top-up,7
120781,133385,2.43,2,2,Mobile top-up,2
120782,133991,16.54,2,2,Mobile top-up,2
120783,117255,14.29,2,1,Mobile top-up,2
120784,125526,13.88,1,1,Mobile top-up,1
120785,255489,13.63,5,2,Mobile top-up,5
120786,149118,3.0,2,2,Mobile top-up,2
120787,243355,17.14,2,1,Mobile top-up,2
120788,115949,10.57,2,1,Mobile top-up,2
120789,303709,1.0,1,1,Mobile top-up,1
120790,138287,17.29,7,3,Mobile top-up,7
120791,114647,2.14,2,2,Mobile top-up,2
120792,175411,3.0,4,2,Mobile top-up,4
120793,220917,6.0,2,2,Mobile top-up,2
120794,242261,11.4,2,2,Mobile top-up,2
120795,152075,5.66,2,1,Mobile top-up,2
120796,225180,15.14,4,2,Mobile top-up,4
120797,271262,1.71,1,1,Mobile top-up,1
120798,304148,31.14,8,2,Mobile top-up,8
120799,240193,0.86,1,1,Mobile top-up,1
120800,196764,7.14,1,1,Mobile top-up,1
120801,237841,13.14,3,2,Mobile top-up,3
120802,154018,8.57,1,1,Mobile top-up,1
120803,270517,33.02,1,1,Mobile top-up,1
120804,117454,1.43,1,1,Mobile top-up,1
120805,122223,6.0,7,1,Mobile top-up,7
120806,205380,17.02,2,2,Mobile top-up,2
120807,281654,7.14,1,1,Mobile top-up,1
120808,244921,9.86,4,3,Mobile top-up,4
120809,209668,5.86,3,1,Mobile top-up,3
120810,132660,0.86,1,1,Mobile top-up,1
120811,208878,13.97,5,2,Mobile top-up,5
120812,313784,2.86,1,1,Mobile top-up,1
120813,156063,24.56,1,1,Mobile top-up,1
120814,248528,7.14,1,1,Mobile top-up,1
120815,202789,3.43,2,1,Mobile top-up,2
120816,209568,44.35,12,2,Mobile top-up,12
120817,150465,25.06,8,3,Mobile top-up,8
120818,156536,6.57,3,2,Mobile top-up,3
120819,249272,2.86,1,1,Mobile top-up,1
120820,191297,2.86,1,1,Mobile top-up,1
120821,179476,8.57,2,2,Mobile top-up,2
120822,195489,2.86,1,1,Mobile top-up,1
120823,130827,13.9,1,1,Mobile top-up,1
120824,251159,1.71,1,1,Mobile top-up,1
120825,271035,6.83,1,1,Mobile top-up,1
120826,183760,7.14,1,1,Mobile top-up,1
120827,156724,9.02,1,1,Mobile top-up,1
120828,184532,14.0,3,2,Mobile top-up,3
120829,196770,4.29,1,1,Mobile top-up,1
120830,308854,6.0,2,1,Mobile top-up,2
120831,298256,2.0,1,1,Mobile top-up,1
120832,239418,14.29,3,2,Mobile top-up,3
120833,290721,1.0,1,1,Mobile top-up,1
120834,318469,3.91,1,1,Mobile top-up,1
120835,130832,8.57,1,1,Mobile top-up,1
120836,253065,0.86,1,1,Mobile top-up,1
120837,103183,13.81,1,1,Mobile top-up,1
120838,272930,9.49,1,1,Mobile top-up,1
120839,176524,14.53,3,2,Mobile top-up,3
120840,278697,9.43,10,2,Mobile top-up,10
120841,197418,3.69,2,1,Mobile top-up,2
120842,254588,15.28,4,2,Mobile top-up,4
120843,127700,29.56,2,1,Mobile top-up,2
120844,251691,1.0,1,1,Mobile top-up,1
120845,292193,31.18,6,2,Mobile top-up,6
120846,261682,4.57,2,2,Mobile top-up,2
120847,232745,7.14,1,1,Mobile top-up,1
120848,109167,12.0,2,1,Mobile top-up,2
120849,320739,12.86,2,1,Mobile top-up,2
120850,268329,15.14,5,3,Mobile top-up,5
120851,255288,18.57,3,2,Mobile top-up,3
120852,280031,20.27,1,1,Mobile top-up,1
120853,238915,0.71,1,1,Mobile top-up,1
120854,224729,0.71,1,1,Mobile top-up,1
120855,259725,1.43,1,1,Mobile top-up,1
120856,255962,1.43,1,1,Mobile top-up,1
120857,282177,4.29,1,1,Mobile top-up,1
120858,299693,24.41,2,1,Mobile top-up,2
120859,150229,1.57,2,2,Mobile top-up,2
120860,117439,7.14,1,1,Mobile top-up,1
120861,180877,1.71,1,1,Mobile top-up,1
120862,313478,2.83,1,1,Mobile top-up,1
120863,107852,19.34,1,1,Mobile top-up,1
120864,275157,4.83,3,2,Mobile top-up,3
120865,106821,20.66,2,2,Mobile top-up,2
120866,270752,11.67,1,1,Mobile top-up,1
120867,150224,5.71,1,1,Mobile top-up,1
120868,208592,25.77,4,2,Mobile top-up,4
120869,150023,6.0,1,1,Mobile top-up,1
120870,276598,0.57,1,1,Mobile top-up,1
120871,111603,1.71,1,1,Mobile top-up,1
120872,242543,12.03,1,1,Mobile top-up,1
120873,156434,5.71,2,1,Mobile top-up,2
120874,203947,2.83,2,1,Mobile top-up,2
120875,178922,6.91,2,2,Mobile top-up,2
120876,319535,15.48,2,2,Mobile top-up,2
120877,139766,12.65,2,2,Mobile top-up,2
120878,116520,5.71,3,1,Mobile top-up,3
120879,189400,2.86,1,1,Mobile top-up,1
120880,315335,23.82,2,2,Mobile top-up,2
120881,314896,10.26,1,1,Mobile top-up,1
120882,279681,1.0,1,1,Mobile top-up,1
120883,195079,13.74,6,2,Mobile top-up,6
120884,309261,2.83,1,1,Mobile top-up,1
120885,196213,1.71,1,1,Mobile top-up,1
120886,175936,5.57,4,1,Mobile top-up,4
120887,160976,24.84,3,2,Mobile top-up,3
120888,174441,24.91,2,1,Mobile top-up,2
120889,164058,17.67,1,1,Mobile top-up,1
120890,286636,19.14,1,1,Mobile top-up,1
120891,174738,2.71,2,2,Mobile top-up,2
120892,167689,15.79,2,2,Mobile top-up,2
120893,239294,1.42,1,1,Mobile top-up,1
120894,241163,10.29,2,1,Mobile top-up,2
120895,238819,14.92,1,1,Mobile top-up,1
120896,132695,20.34,6,2,Mobile top-up,6
120897,165844,7.94,3,1,Mobile top-up,3
120898,105518,8.83,3,2,Mobile top-up,3
120899,209077,0.86,1,1,Mobile top-up,1
120900,211062,12.29,3,3,Mobile top-up,3
120901,287702,20.57,8,2,Mobile top-up,8
120902,132210,12.67,1,1,Mobile top-up,1
120903,169960,1.43,1,1,Mobile top-up,1
120904,136542,3.57,3,2,Mobile top-up,3
120905,106372,1.0,1,1,Mobile top-up,1
120906,249642,2.43,3,1,Mobile top-up,3
120907,314665,5.66,2,2,Mobile top-up,2
120908,199611,5.0,6,2,Mobile top-up,6
120909,313331,11.43,2,2,Mobile top-up,2
120910,236630,5.4,2,2,Mobile top-up,2
120911,259367,1.29,2,1,Mobile top-up,2
120912,159807,7.23,1,1,Mobile top-up,1
120913,177684,2.83,1,1,Mobile top-up,1
120914,134080,29.3,2,1,Mobile top-up,2
120915,121583,14.86,2,2,Mobile top-up,2
120916,160926,7.14,1,1,Mobile top-up,1
120917,154541,21.51,2,2,Mobile top-up,2
120918,120639,15.41,1,1,Mobile top-up,1
120919,183278,2.83,1,1,Mobile top-up,1
120920,125688,15.71,2,1,Mobile top-up,2
120921,199294,8.57,1,1,Mobile top-up,1
120922,268737,1.71,1,1,Mobile top-up,1
120923,126309,12.03,1,1,Mobile top-up,1
120924,235537,8.57,2,1,Mobile top-up,2
120925,217055,8.03,1,1,Mobile top-up,1
120926,118446,8.57,1,1,Mobile top-up,1
120927,214698,2.86,1,1,Mobile top-up,1
120928,113449,14.29,2,1,Mobile top-up,2
120929,141439,33.82,5,2,Mobile top-up,5
120930,279064,2.43,3,1,Mobile top-up,3
120931,216790,18.47,1,1,Mobile top-up,1
120932,128885,8.0,5,1,Mobile top-up,5
120933,230688,10.59,1,1,Mobile top-up,1
120934,252221,3.86,2,2,Mobile top-up,2
120935,302115,0.86,1,1,Mobile top-up,1
120936,177332,2.67,1,1,Mobile top-up,1
120937,297696,11.31,4,1,Mobile top-up,4
120938,149570,2.71,2,1,Mobile top-up,2
120939,205466,14.29,2,2,Mobile top-up,2
120940,140621,7.11,2,1,Mobile top-up,2
120941,287698,4.86,3,2,Mobile top-up,3
120942,154088,25.26,8,2,Mobile top-up,8
120943,126207,1.0,1,1,Mobile top-up,1
120944,180757,6.86,4,1,Mobile top-up,4
120945,249356,2.83,1,1,Mobile top-up,1
120946,190362,12.71,10,2,Mobile top-up,10
120947,169738,9.48,1,1,Mobile top-up,1
120948,227234,1.43,1,1,Mobile top-up,1
120949,141037,3.43,1,1,Mobile top-up,1
