,IDENTIFIER,TRX_AMOUNT,TRX_CNT,MERCHANT_CNT,MODE_1,MODE_1_CNT
120950,243414,3.71,3,1,Mobile top-up,3
120951,209444,6.57,3,1,Mobile top-up,3
120952,114803,2.86,1,1,Mobile top-up,1
120953,213152,7.14,1,1,Mobile top-up,1
120954,173585,1.71,1,1,Mobile top-up,1
120955,285482,5.69,3,1,Mobile top-up,3
120956,272763,9.43,3,1,Mobile top-up,3
120957,278898,12.43,16,2,Mobile top-up,16
120958,131396,4.57,2,2,Mobile top-up,2
120959,108849,6.61,1,1,Mobile top-up,1
120960,251369,2.86,1,1,Mobile top-up,1
120961,175630,1.0,1,1,Mobile top-up,1
120962,133996,6.0,1,1,Mobile top-up,1
120963,157789,1.0,1,1,Mobile top-up,1
120964,196194,12.29,6,1,Mobile top-up,6
120965,276827,7.14,1,1,Mobile top-up,1
120966,206674,4.57,3,1,Mobile top-up,3
120967,131331,4.43,2,1,Mobile top-up,2
120968,182438,6.0,1,1,Mobile top-up,1
120969,169767,2.83,1,1,Mobile top-up,1
120970,122579,6.51,3,1,Mobile top-up,3
120971,159057,19.42,2,2,Mobile top-up,2
120972,245434,4.57,3,1,Mobile top-up,3
120973,178008,3.71,2,1,Mobile top-up,2
120974,217451,14.17,5,1,Mobile top-up,5
120975,172601,3.69,1,1,Mobile top-up,1
120976,128146,1.0,1,1,Mobile top-up,1
120977,196529,3.69,2,2,Mobile top-up,2
120978,271317,16.28,1,1,Mobile top-up,1
120979,208329,0.86,1,1,Mobile top-up,1
120980,252112,13.51,7,3,Mobile top-up,7
120981,221747,3.29,3,2,Mobile top-up,3
120982,310241,6.0,1,1,Mobile top-up,1
120983,321393,5.66,2,1,Mobile top-up,2
120984,179501,3.57,3,2,Mobile top-up,3
120985,181607,24.35,1,1,Mobile top-up,1
120986,114031,4.0,1,1,Mobile top-up,1
120987,264622,1.43,1,1,Mobile top-up,1
120988,297310,2.71,2,1,Mobile top-up,2
120989,287360,8.8,3,2,Mobile top-up,3
120990,112483,6.77,3,1,Mobile top-up,3
120991,207547,5.43,3,1,Mobile top-up,3
120992,201061,2.54,1,1,Mobile top-up,1
120993,184154,1.71,1,1,Mobile top-up,1
120994,128156,6.66,2,2,Mobile top-up,2
120995,142510,7.14,1,1,Mobile top-up,1
120996,183999,2.57,3,1,Mobile top-up,3
120997,304648,17.49,10,2,Mobile top-up,10
120998,276883,16.4,2,1,Mobile top-up,2
120999,258475,13.29,6,2,Mobile top-up,6
121000,312005,3.43,2,1,Mobile top-up,2
121001,150720,1.0,1,1,Mobile top-up,1
121002,120074,1.43,1,1,Mobile top-up,1
121003,229584,4.29,1,1,Mobile top-up,1
121004,282626,2.83,1,1,Mobile top-up,1
121005,239802,2.86,2,1,Mobile top-up,2
121006,211012,32.44,3,2,Mobile top-up,3
121007,124725,50.84,4,2,Mobile top-up,4
121008,133863,6.0,2,2,Mobile top-up,2
121009,144854,7.14,1,1,Mobile top-up,1
121010,138748,28.39,2,2,Mobile top-up,2
121011,182188,6.86,4,1,Mobile top-up,4
121012,114746,10.04,2,2,Mobile top-up,2
121013,135550,6.0,1,1,Mobile top-up,1
121014,105395,2.86,1,1,Mobile top-up,1
121015,166633,1.0,1,1,Mobile top-up,1
121016,154624,10.44,1,1,Mobile top-up,1
121017,197272,5.14,2,1,Mobile top-up,2
121018,126742,5.88,1,1,Mobile top-up,1
121019,188015,59.14,8,2,Mobile top-up,8
121020,292797,7.14,1,1,Mobile top-up,1
121021,204852,7.14,1,1,Mobile top-up,1
121022,108130,15.29,12,3,Mobile top-up,12
121023,228742,3.57,3,2,Mobile top-up,3
121024,320492,7.14,1,1,Mobile top-up,1
121025,282881,2.83,1,1,Mobile top-up,1
121026,156221,8.57,1,1,Mobile top-up,1
121027,254596,9.71,2,2,Mobile top-up,2
121028,110765,3.73,1,1,Mobile top-up,1
121029,143700,1.71,1,1,Mobile top-up,1
121030,314376,3.43,2,1,Mobile top-up,2
121031,313537,1.0,1,1,Mobile top-up,1
121032,220503,6.0,2,2,Mobile top-up,2
121033,151390,14.5,3,3,Mobile top-up,3
121034,306784,1.71,2,1,Mobile top-up,2
121035,146033,5.71,1,1,Mobile top-up,1
121036,297456,2.86,1,1,Mobile top-up,1
121037,218240,4.29,1,1,Mobile top-up,1
121038,303111,3.57,4,2,Mobile top-up,4
121039,235410,8.43,7,2,Mobile top-up,7
121040,197146,3.43,2,1,Mobile top-up,2
121041,210125,2.83,2,1,Mobile top-up,2
121042,229391,1.43,1,1,Mobile top-up,1
121043,225032,30.49,9,3,Mobile top-up,9
121044,316391,25.43,31,2,Mobile top-up,31
121045,262618,0.71,1,1,Mobile top-up,1
121046,320147,26.17,9,2,Mobile top-up,9
121047,157727,10.0,2,2,Mobile top-up,2
121048,217675,7.14,1,1,Mobile top-up,1
121049,143215,4.0,2,1,Mobile top-up,2
121050,184854,16.14,6,1,Mobile top-up,6
121051,177449,3.57,4,2,Mobile top-up,4
121052,155834,6.71,6,2,Mobile top-up,6
121053,310074,2.83,1,1,Mobile top-up,1
121054,187543,12.37,5,2,Mobile top-up,5
121055,259179,0.71,1,1,Mobile top-up,1
121056,275904,0.71,1,1,Mobile top-up,1
121057,193494,0.57,1,1,Mobile top-up,1
121058,241495,0.86,1,1,Mobile top-up,1
121059,317936,15.0,6,1,Mobile top-up,6
121060,190170,7.86,6,2,Mobile top-up,6
121061,323207,17.03,1,1,Mobile top-up,1
121062,294695,1.71,1,1,Mobile top-up,1
121063,170794,0.86,1,1,Mobile top-up,1
121064,158845,0.57,1,1,Mobile top-up,1
121065,254426,15.76,1,1,Mobile top-up,1
121066,226511,1.97,1,1,Mobile top-up,1
121067,264378,8.57,1,1,Mobile top-up,1
121068,312461,17.22,1,1,Mobile top-up,1
121069,214829,6.0,1,1,Mobile top-up,1
121070,247302,6.32,1,1,Mobile top-up,1
121071,284655,3.54,2,2,Mobile top-up,2
121072,164819,12.29,3,1,Mobile top-up,3
121073,265191,6.32,1,1,Mobile top-up,1
121074,124497,13.01,1,1,Mobile top-up,1
121075,319065,8.51,3,2,Mobile top-up,3
121076,266798,1.0,1,1,Mobile top-up,1
121077,263413,4.86,3,2,Mobile top-up,3
121078,173396,10.13,1,1,Mobile top-up,1
121079,292201,5.71,2,2,Mobile top-up,2
121080,180433,2.0,1,1,Mobile top-up,1
121081,280656,2.57,1,1,Mobile top-up,1
121082,181637,5.66,2,1,Mobile top-up,2
121083,155039,2.71,2,1,Mobile top-up,2
121084,151726,7.14,1,1,Mobile top-up,1
121085,270237,7.14,1,1,Mobile top-up,1
121086,250921,2.57,3,2,Mobile top-up,3
121087,307228,6.0,1,1,Mobile top-up,1
121088,197466,1.71,1,1,Mobile top-up,1
121089,290600,9.97,7,2,Mobile top-up,7
121090,159969,1.43,1,1,Mobile top-up,1
121091,203488,11.29,4,1,Mobile top-up,4
121092,313867,0.71,1,1,Mobile top-up,1
121093,295463,0.71,1,1,Mobile top-up,1
121094,290086,1.43,1,1,Mobile top-up,1
121095,263116,5.66,2,1,Mobile top-up,2
121096,310850,0.71,1,1,Mobile top-up,1
121097,259830,2.86,1,1,Mobile top-up,1
121098,180162,19.42,3,2,Mobile top-up,3
121099,136892,14.27,1,1,Mobile top-up,1
121100,246949,12.57,5,2,Mobile top-up,5
121101,312922,6.0,1,1,Mobile top-up,1
121102,245681,1.97,1,1,Mobile top-up,1
121103,267860,0.86,1,1,Mobile top-up,1
121104,247355,4.28,1,1,Mobile top-up,1
121105,171293,4.86,4,1,Mobile top-up,4
121106,225701,0.86,1,1,Mobile top-up,1
122909,142469,0.86,1,1,Mobile top-up,1
122910,112423,10.29,5,2,Mobile top-up,5
122911,278460,3.86,2,2,Mobile top-up,2
122912,179540,23.86,12,2,Mobile top-up,12
122913,257324,6.0,1,1,Mobile top-up,1
122914,179256,3.43,1,1,Mobile top-up,1
122915,130216,3.69,2,1,Mobile top-up,2
122916,109735,13.74,2,2,Mobile top-up,2
122917,297268,10.1,1,1,Mobile top-up,1
122918,109122,19.57,1,1,Mobile top-up,1
122919,160666,2.83,1,1,Mobile top-up,1
122920,280396,8.57,1,1,Mobile top-up,1
122921,212163,17.31,6,2,Mobile top-up,6
122922,134313,33.25,9,4,Mobile top-up,9
122923,233705,7.0,5,2,Mobile top-up,5
122924,278917,7.11,2,1,Mobile top-up,2
122925,184162,7.14,1,1,Mobile top-up,1
122926,286964,3.43,4,2,Mobile top-up,4
122927,138329,4.29,4,2,Mobile top-up,4
122928,120201,1.86,1,1,Mobile top-up,1
122929,290605,4.89,1,1,Mobile top-up,1
122930,132909,8.57,1,1,Mobile top-up,1
122931,180407,0.86,1,1,Mobile top-up,1
122932,224760,0.71,1,1,Mobile top-up,1
122933,141422,10.4,11,2,Mobile top-up,11
122934,307121,4.29,1,1,Mobile top-up,1
122935,151336,17.03,11,2,Mobile top-up,11
122936,244649,9.59,1,1,Mobile top-up,1
122937,186364,10.24,1,1,Mobile top-up,1
122938,305791,7.14,1,1,Mobile top-up,1
122939,191547,9.34,4,1,Mobile top-up,4
122940,125121,22.54,1,1,Mobile top-up,1
122941,186423,56.47,2,1,Mobile top-up,2
122942,296787,2.83,1,1,Mobile top-up,1
122943,299411,9.0,11,2,Mobile top-up,11
122944,145384,7.37,3,1,Mobile top-up,3
122945,132818,7.14,1,1,Mobile top-up,1
122946,265076,17.9,1,1,Mobile top-up,1
122947,237757,13.14,3,1,Mobile top-up,3
122948,211133,16.74,1,1,Mobile top-up,1
122949,231906,7.5,1,1,Mobile top-up,1
122950,324022,11.91,4,1,Mobile top-up,4
122951,265610,22.77,2,2,Mobile top-up,2
122952,325186,2.86,1,1,Mobile top-up,1
122953,233611,9.49,1,1,Mobile top-up,1
122954,157279,29.77,1,1,Mobile top-up,1
122955,142804,13.89,3,2,Mobile top-up,3
122956,306916,24.6,1,1,Mobile top-up,1
122957,127559,8.49,3,1,Mobile top-up,3
122958,133667,1.43,1,1,Mobile top-up,1
122959,316632,28.25,5,4,Mobile top-up,5
122960,256035,24.39,1,1,Mobile top-up,1
122961,199718,5.66,2,1,Mobile top-up,2
122962,249775,2.83,1,1,Mobile top-up,1
122963,133889,14.29,7,2,Mobile top-up,7
122964,225864,9.43,6,2,Mobile top-up,6
122965,284445,16.13,1,1,Mobile top-up,1
122966,315548,1.0,1,1,Mobile top-up,1
122967,260961,0.86,1,1,Mobile top-up,1
122968,156373,4.83,2,2,Mobile top-up,2
122969,103091,9.43,3,1,Mobile top-up,3
122970,261037,2.83,1,1,Mobile top-up,1
122971,264025,8.86,3,2,Mobile top-up,3
122972,174677,8.54,2,2,Mobile top-up,2
122973,213445,8.83,4,2,Mobile top-up,4
122974,192858,13.89,4,1,Mobile top-up,4
122975,203451,2.83,1,1,Mobile top-up,1
122976,269681,2.83,1,1,Mobile top-up,1
122977,289754,2.54,1,1,Mobile top-up,1
122978,122180,45.1,2,1,Mobile top-up,2
122979,183343,2.83,1,1,Mobile top-up,1
122980,260357,22.65,1,1,Mobile top-up,1
122981,249741,8.57,1,1,Mobile top-up,1
122982,281963,48.47,1,1,Mobile top-up,1
122983,265173,20.85,1,1,Mobile top-up,1
122984,219511,8.29,1,1,Mobile top-up,1
122985,171132,13.64,2,2,Mobile top-up,2
122986,284639,4.29,1,1,Mobile top-up,1
122987,108244,31.2,6,2,Mobile top-up,6
122988,314477,2.86,1,1,Mobile top-up,1
122989,181387,11.95,3,3,Mobile top-up,3
122990,295251,0.71,1,1,Mobile top-up,1
122991,127947,1.71,2,1,Mobile top-up,2
122992,185209,7.14,1,1,Mobile top-up,1
122993,218047,17.18,1,1,Mobile top-up,1
122994,221767,5.43,3,2,Mobile top-up,3
122995,281264,2.83,1,1,Mobile top-up,1
122996,264002,8.57,1,1,Mobile top-up,1
122997,286274,1.0,1,1,Mobile top-up,1
122998,194194,7.14,1,1,Mobile top-up,1
122999,204975,3.57,2,2,Mobile top-up,2
123000,242952,6.0,5,1,Mobile top-up,5
123001,124404,7.11,2,1,Mobile top-up,2
123002,278135,2.83,1,1,Mobile top-up,1
123003,211293,7.71,2,1,Mobile top-up,2
123004,166698,2.71,2,1,Mobile top-up,2
123005,177916,2.83,1,1,Mobile top-up,1
123006,205153,0.86,1,1,Mobile top-up,1
123007,136282,15.89,5,1,Mobile top-up,5
123008,181783,2.83,1,1,Mobile top-up,1
123009,242600,13.6,1,1,Mobile top-up,1
123010,111074,2.83,1,1,Mobile top-up,1
123011,216473,15.96,2,2,Mobile top-up,2
123012,193106,42.44,2,1,Mobile top-up,2
123013,231668,12.17,5,1,Mobile top-up,5
123014,276342,7.69,1,1,Mobile top-up,1
123015,216384,12.48,1,1,Mobile top-up,1
123016,317145,15.86,5,2,Mobile top-up,5
123017,125525,29.01,1,1,Mobile top-up,1
123018,247758,2.86,2,1,Mobile top-up,2
123019,119682,1.71,1,1,Mobile top-up,1
123020,181666,12.31,5,2,Mobile top-up,5
123021,205381,12.8,4,1,Mobile top-up,4
123022,310836,23.68,2,2,Mobile top-up,2
123023,205206,32.6,3,2,Mobile top-up,3
123024,132346,30.89,5,2,Mobile top-up,5
123025,113211,26.34,14,2,Mobile top-up,14
123026,264116,8.86,2,1,Mobile top-up,2
123027,177692,5.71,1,1,Mobile top-up,1
123028,165717,52.01,10,3,Mobile top-up,10
123029,157509,14.41,1,1,Mobile top-up,1
123030,140645,14.29,2,1,Mobile top-up,2
123031,192829,1.71,1,1,Mobile top-up,1
123032,242609,2.83,1,1,Mobile top-up,1
123033,121887,7.14,1,1,Mobile top-up,1
123034,180839,15.71,2,1,Mobile top-up,2
123035,151965,54.39,2,1,Mobile top-up,2
123036,313392,9.43,5,3,Mobile top-up,5
123037,183799,15.14,18,2,Mobile top-up,18
123038,270300,14.0,3,1,Mobile top-up,3
123039,186362,3.43,2,1,Mobile top-up,2
123040,292438,3.46,1,1,Mobile top-up,1
123041,245818,29.8,10,1,Mobile top-up,10
123042,285676,3.83,2,2,Mobile top-up,2
123043,305130,1.71,1,1,Mobile top-up,1
123044,102216,8.05,1,1,Mobile top-up,1
123045,318028,1.71,2,1,Mobile top-up,2
123046,124651,7.57,8,2,Mobile top-up,8
123047,158353,22.43,4,1,Mobile top-up,4
123048,324319,5.84,1,1,Mobile top-up,1
123049,126320,8.86,3,2,Mobile top-up,3
123050,133514,6.51,3,1,Mobile top-up,3
123051,154414,8.51,3,2,Mobile top-up,3
123052,147642,24.23,8,2,Mobile top-up,8
123053,179449,12.06,4,2,Mobile top-up,4
123054,322379,7.14,1,1,Mobile top-up,1
123055,291069,16.01,4,3,Mobile top-up,4
123056,282367,2.0,1,1,Mobile top-up,1
123057,107158,1.71,2,2,Mobile top-up,2
123058,222334,19.48,1,1,Mobile top-up,1
123059,257482,0.71,1,1,Mobile top-up,1
123060,136409,13.29,1,1,Mobile top-up,1
123061,140339,15.18,1,1,Mobile top-up,1
123062,287909,17.35,1,1,Mobile top-up,1
123063,283142,0.86,1,1,Mobile top-up,1
123064,233214,6.86,4,1,Mobile top-up,4
123065,131885,7.37,2,1,Mobile top-up,2
123066,233767,19.73,1,1,Mobile top-up,1
123067,168292,5.86,4,1,Mobile top-up,4
123068,150941,15.43,4,2,Mobile top-up,4
123069,104292,11.77,5,2,Mobile top-up,5
123070,219246,5.29,4,2,Mobile top-up,4
123071,177254,0.86,1,1,Mobile top-up,1
123072,209758,7.14,1,1,Mobile top-up,1
123073,165414,0.43,1,1,Mobile top-up,1
123074,138758,5.66,2,1,Mobile top-up,2
123075,310378,1.71,1,1,Mobile top-up,1
123076,229416,1.71,2,1,Mobile top-up,2
123077,100515,29.61,2,2,Mobile top-up,2
123078,302927,1.71,1,1,Mobile top-up,1
123079,121780,30.16,1,1,Mobile top-up,1
123080,144322,2.83,1,1,Mobile top-up,1
123081,170106,10.0,2,1,Mobile top-up,2
123082,214732,8.14,2,1,Mobile top-up,2
123083,226690,9.24,1,1,Mobile top-up,1
123084,222697,2.89,1,1,Mobile top-up,1
123085,257538,14.29,1,1,Mobile top-up,1
123086,248274,4.43,3,1,Mobile top-up,3
123087,250520,26.59,13,3,Mobile top-up,13
123088,153449,15.81,4,2,Mobile top-up,4
123089,269935,6.4,1,1,Mobile top-up,1
123090,137490,5.71,1,1,Mobile top-up,1
123091,287573,8.57,2,2,Mobile top-up,2
123092,108655,2.83,1,1,Mobile top-up,1
123093,211588,2.83,1,1,Mobile top-up,1
123094,206707,6.57,9,2,Mobile top-up,9
123095,107977,10.96,1,1,Mobile top-up,1
123096,222161,31.11,8,3,Mobile top-up,8
123097,302191,15.87,3,2,Mobile top-up,3
123098,129835,6.0,1,1,Mobile top-up,1
123099,127924,10.49,4,1,Mobile top-up,4
123100,311800,2.0,1,1,Mobile top-up,1
123101,148305,1.0,1,1,Mobile top-up,1
123102,271700,2.83,1,1,Mobile top-up,1
123103,110135,1.0,1,1,Mobile top-up,1
123104,289677,7.14,1,1,Mobile top-up,1
123105,196026,7.14,1,1,Mobile top-up,1
123106,222116,8.57,1,1,Mobile top-up,1
123107,269130,1.71,1,1,Mobile top-up,1
123108,146002,21.59,1,1,Mobile top-up,1
123109,144629,16.0,3,1,Mobile top-up,3
123110,205277,8.86,2,2,Mobile top-up,2
123111,254675,14.29,2,1,Mobile top-up,2
123112,143420,25.78,1,1,Mobile top-up,1
123113,137380,19.21,1,1,Mobile top-up,1
123114,179976,6.71,6,1,Mobile top-up,6
123115,223871,0.71,1,1,Mobile top-up,1
123116,308853,8.14,2,1,Mobile top-up,2
123117,226597,9.37,4,2,Mobile top-up,4
123118,218036,3.86,3,2,Mobile top-up,3
123119,104671,1.43,1,1,Mobile top-up,1
123120,114883,2.83,1,1,Mobile top-up,1
123121,265202,45.29,2,2,Mobile top-up,2
123122,154101,1.71,1,1,Mobile top-up,1
123123,122028,2.86,1,1,Mobile top-up,1
123124,306030,0.86,1,1,Mobile top-up,1
123125,190115,3.69,2,1,Mobile top-up,2
123126,308038,5.86,7,1,Mobile top-up,7
123127,137358,41.77,1,1,Mobile top-up,1
123128,239267,10.29,2,1,Mobile top-up,2
123129,280095,6.51,2,1,Mobile top-up,2
123130,123173,2.71,2,1,Mobile top-up,2
123131,293182,12.86,8,2,Mobile top-up,8
123132,304855,30.13,3,2,Mobile top-up,3
123133,262260,6.66,5,2,Mobile top-up,5
123134,126517,18.74,7,3,Mobile top-up,7
123135,183216,8.37,3,2,Mobile top-up,3
123136,125250,11.34,4,1,Mobile top-up,4
123137,185669,7.14,1,1,Mobile top-up,1
123138,226281,16.71,7,2,Mobile top-up,7
123139,212062,2.83,1,1,Mobile top-up,1
123140,312106,0.86,1,1,Mobile top-up,1
123141,114674,18.94,1,1,Mobile top-up,1
123142,243095,25.45,1,1,Mobile top-up,1
123143,241127,6.51,3,1,Mobile top-up,3
123144,121777,7.14,1,1,Mobile top-up,1
123145,114269,12.86,3,1,Mobile top-up,3
123146,322127,2.83,1,1,Mobile top-up,1
123147,305870,6.57,3,2,Mobile top-up,3
123148,184722,11.34,4,1,Mobile top-up,4
123149,305207,2.83,1,1,Mobile top-up,1
123150,221778,15.71,2,1,Mobile top-up,2
123151,135862,20.75,2,2,Mobile top-up,2
123152,112185,14.0,8,2,Mobile top-up,8
123153,139613,1.43,1,1,Mobile top-up,1
123154,325008,12.86,3,2,Mobile top-up,3
123155,109671,11.31,4,1,Mobile top-up,4
123156,232437,0.71,1,1,Mobile top-up,1
123157,226631,1.71,1,1,Mobile top-up,1
123158,212133,17.94,5,2,Mobile top-up,5
123159,283007,8.57,2,2,Mobile top-up,2
123160,146651,5.66,2,1,Mobile top-up,2
123161,248556,27.16,2,1,Mobile top-up,2
123162,161011,4.86,5,2,Mobile top-up,5
123163,105002,1.0,1,1,Mobile top-up,1
123164,149674,8.57,1,1,Mobile top-up,1
123165,142708,3.16,1,1,Mobile top-up,1
123166,154899,4.29,1,1,Mobile top-up,1
123167,221085,5.54,3,2,Mobile top-up,3
123168,127979,7.71,5,2,Mobile top-up,5
123169,190301,3.69,1,1,Mobile top-up,1
123170,264371,23.71,8,2,Mobile top-up,8
123171,101169,7.09,3,1,Mobile top-up,3
123172,151247,6.86,3,1,Mobile top-up,3
123173,150856,4.29,1,1,Mobile top-up,1
123174,116499,6.0,1,1,Mobile top-up,1
123175,289666,29.49,2,2,Mobile top-up,2
123176,270719,14.49,4,1,Mobile top-up,4
123177,255187,0.86,1,1,Mobile top-up,1
123178,261560,3.57,5,1,Mobile top-up,5
123179,266455,9.71,2,1,Mobile top-up,2
123180,115572,40.93,4,3,Mobile top-up,4
123181,176694,5.91,3,1,Mobile top-up,3
123182,311668,4.69,3,2,Mobile top-up,3
123183,186810,24.87,1,1,Mobile top-up,1
123184,259168,24.97,7,3,Mobile top-up,7
123185,322478,7.55,5,3,Mobile top-up,5
123186,223034,10.54,3,2,Mobile top-up,3
123187,111572,1.43,1,1,Mobile top-up,1
123188,116268,1.57,2,2,Mobile top-up,2
123189,312183,8.0,2,2,Mobile top-up,2
123190,273463,5.89,2,2,Mobile top-up,2
123191,164948,1.86,2,2,Mobile top-up,2
123192,303639,6.57,3,1,Mobile top-up,3
123193,220428,15.63,1,1,Mobile top-up,1
123194,237494,14.26,3,2,Mobile top-up,3
123195,318893,40.52,2,1,Mobile top-up,2
123196,188371,30.46,1,1,Mobile top-up,1
123197,170281,35.66,7,2,Mobile top-up,7
123198,135132,4.73,1,1,Mobile top-up,1
123199,285108,8.57,2,1,Mobile top-up,2
123200,112956,8.14,2,2,Mobile top-up,2
123201,221687,3.14,3,1,Mobile top-up,3
123202,239275,6.51,3,1,Mobile top-up,3
123203,308358,1.71,1,1,Mobile top-up,1
123204,182924,7.14,1,1,Mobile top-up,1
123205,255106,3.71,2,1,Mobile top-up,2
123206,166013,0.71,1,1,Mobile top-up,1
123207,302046,5.66,2,1,Mobile top-up,2
123208,253577,2.86,3,2,Mobile top-up,3
123209,190277,25.62,1,1,Mobile top-up,1
123210,174369,4.29,5,1,Mobile top-up,5
123211,166014,0.71,1,1,Mobile top-up,1
123212,116559,9.75,1,1,Mobile top-up,1
123213,221796,2.0,2,1,Mobile top-up,2
123214,293838,1.0,1,1,Mobile top-up,1
123215,312034,14.54,11,2,Mobile top-up,11
123216,171926,8.57,8,2,Mobile top-up,8
123217,161403,14.41,5,2,Mobile top-up,5
123218,219065,14.93,2,2,Mobile top-up,2
123219,112064,2.83,1,1,Mobile top-up,1
123220,189049,0.86,1,1,Mobile top-up,1
123221,112017,4.29,1,1,Mobile top-up,1
123222,129873,0.71,1,1,Mobile top-up,1
123223,146260,2.86,1,1,Mobile top-up,1
123224,112489,0.86,1,1,Mobile top-up,1
123225,144387,13.77,6,2,Mobile top-up,6
123226,114210,5.66,2,1,Mobile top-up,2
123227,301608,18.98,1,1,Mobile top-up,1
123228,110996,15.82,2,2,Mobile top-up,2
123229,136741,7.86,2,1,Mobile top-up,2
123230,102233,10.5,1,1,Mobile top-up,1
123231,166996,13.71,3,2,Mobile top-up,3
123232,148095,0.71,1,1,Mobile top-up,1
123233,226612,8.86,2,1,Mobile top-up,2
123234,225206,15.15,1,1,Mobile top-up,1
123235,144233,8.57,1,1,Mobile top-up,1
123236,152200,1.43,2,1,Mobile top-up,2
123237,171188,4.0,4,1,Mobile top-up,4
123238,164911,9.34,4,1,Mobile top-up,4
123239,173769,11.94,1,1,Mobile top-up,1
123240,205786,10.71,5,2,Mobile top-up,5
123241,224438,9.34,4,2,Mobile top-up,4
123242,267584,1.71,1,1,Mobile top-up,1
123243,145484,12.26,2,2,Mobile top-up,2
123244,233319,0.86,1,1,Mobile top-up,1
123245,190856,1.29,1,1,Mobile top-up,1
123246,179408,2.71,2,1,Mobile top-up,2
123247,311206,0.71,1,1,Mobile top-up,1
123248,193847,7.29,5,3,Mobile top-up,5
123249,257100,1.0,1,1,Mobile top-up,1
123250,273876,10.86,13,3,Mobile top-up,13
123251,152510,18.92,1,1,Mobile top-up,1
123252,271004,15.93,1,1,Mobile top-up,1
123253,160025,14.29,2,1,Mobile top-up,2
123254,198201,11.43,2,2,Mobile top-up,2
123255,123859,1.57,2,2,Mobile top-up,2
123256,160603,2.97,4,1,Mobile top-up,4
123257,152459,9.98,1,1,Mobile top-up,1
123258,206119,0.86,1,1,Mobile top-up,1
123259,309592,4.29,1,1,Mobile top-up,1
123260,186403,0.71,1,1,Mobile top-up,1
123261,245386,2.83,1,1,Mobile top-up,1
123262,320274,22.0,11,1,Mobile top-up,11
123263,237643,54.35,2,1,Mobile top-up,2
123264,158539,9.43,2,2,Mobile top-up,2
123265,125991,2.52,1,1,Mobile top-up,1
123266,242088,2.86,1,1,Mobile top-up,1
123267,171547,15.47,1,1,Mobile top-up,1
123268,268969,1.71,1,1,Mobile top-up,1
123269,287169,6.0,1,1,Mobile top-up,1
123270,323147,2.0,2,1,Mobile top-up,2
123271,323380,4.8,2,1,Mobile top-up,2
123272,282373,8.0,3,2,Mobile top-up,3
123273,214378,5.66,2,1,Mobile top-up,2
123274,177851,4.86,6,1,Mobile top-up,6
123275,125603,2.83,1,1,Mobile top-up,1
123276,102086,25.02,7,2,Mobile top-up,7
123277,239750,12.84,1,1,Mobile top-up,1
123278,149044,42.81,2,1,Mobile top-up,2
123279,100169,4.29,1,1,Mobile top-up,1
123280,127495,8.0,2,2,Mobile top-up,2
123281,200126,0.71,1,1,Mobile top-up,1
123282,204271,15.16,1,1,Mobile top-up,1
123283,200473,7.14,1,1,Mobile top-up,1
123284,141457,9.58,1,1,Mobile top-up,1
123285,127437,10.0,6,2,Mobile top-up,6
123286,323901,1.43,1,1,Mobile top-up,1
123287,276738,3.71,3,1,Mobile top-up,3
123288,240955,2.83,1,1,Mobile top-up,1
123289,214268,0.86,1,1,Mobile top-up,1
123290,300414,17.98,1,1,Mobile top-up,1
123291,188187,12.17,5,1,Mobile top-up,5
123292,300723,19.9,1,1,Mobile top-up,1
123293,190906,23.29,3,2,Mobile top-up,3
123294,227986,15.71,2,1,Mobile top-up,2
123295,168528,2.83,1,1,Mobile top-up,1
123296,283022,18.42,2,1,Mobile top-up,2
123297,276299,3.43,1,1,Mobile top-up,1
123298,199498,1.71,1,1,Mobile top-up,1
123299,120524,30.13,5,2,Mobile top-up,5
123300,282639,8.83,4,2,Mobile top-up,4
123301,217975,15.58,6,3,Mobile top-up,6
123302,205644,22.14,10,3,Mobile top-up,10
123303,166099,2.83,1,1,Mobile top-up,1
123304,129837,4.71,3,2,Mobile top-up,3
123305,243049,31.49,2,1,Mobile top-up,2
123306,147760,11.4,7,2,Mobile top-up,7
123307,285142,8.38,1,1,Mobile top-up,1
123308,254390,3.76,1,1,Mobile top-up,1
123309,297361,5.11,1,1,Mobile top-up,1
123310,251087,0.86,1,1,Mobile top-up,1
123311,234903,2.86,2,1,Mobile top-up,2
123312,253580,2.0,2,1,Mobile top-up,2
123313,179871,2.83,1,1,Mobile top-up,1
123314,160505,10.57,5,2,Mobile top-up,5
123315,209838,2.86,1,1,Mobile top-up,1
123316,219379,4.29,1,1,Mobile top-up,1
